anime_id,name,genre,user_id
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",41581
18115.0,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",41581
13601.0,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",41581
762.0,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",14654
834.0,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",14654
11111.0,Another,"Horror, Mystery, School, Supernatural, Thriller",14654
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",14654
249.0,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",14654
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",14654
2759.0,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",14654
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",14654
16498.0,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",14654
3784.0,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",14654
16498.0,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",13767
2034.0,Lovely★Complex,"Comedy, Romance, Shoujo",13767
513.0,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",13767
12189.0,Hyouka,"Mystery, School, Slice of Life",13767
512.0,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",13767
22789.0,Barakamon,"Comedy, Slice of Life",13767
572.0,Kaze no Tani no Nausicaä,"Adventure, Fantasy",13767
2890.0,Gake no Ue no Ponyo,"Adventure, Fantasy",13767
20507.0,Noragami,"Action, Adventure, Shounen, Supernatural",13767
7711.0,Karigurashi no Arrietty,Fantasy,13767
243.0,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",38687
523.0,Tonari no Totoro,"Adventure, Comedy, Supernatural",38687
530.0,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",38687
61.0,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",38687
746.0,Papa to Kiss in the Dark,"Comedy, Drama, Romance, Yaoi",38687
22265.0,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",38687
918.0,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",38687
877.0,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",38687
1532.0,Suki na Mono wa Suki Dakara Shou ga Nai!!,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",38687
10321.0,Uta no☆Prince-sama♪ Maji Love 1000%,"Comedy, Harem, Music, Romance, School, Shoujo",38687
7791.0,K-On!!,"Comedy, Music, School, Slice of Life",28399
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",28399
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",28399
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",28399
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",28399
5958.0,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",28399
4063.0,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",28399
11617.0,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",28399
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",28399
3455.0,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",28399
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",20435
227.0,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",20435
205.0,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",20435
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",20435
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",20435
10620.0,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",20435
5.0,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",20435
6.0,Trigun,"Action, Comedy, Sci-Fi",20435
3588.0,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",20435
9253.0,Steins;Gate,"Sci-Fi, Thriller",20435
8841.0,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",888
23273.0,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",888
23847.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",888
21881.0,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",888
20785.0,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",888
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",888
10790.0,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",888
15225.0,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",888
16001.0,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",888
11759.0,Accel World,"Action, Game, Romance, School, Sci-Fi",888
223.0,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",28372
269.0,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",28372
3588.0,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",28372
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",28372
6746.0,Durarara!!,"Action, Mystery, Supernatural",28372
4835.0,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",28372
7338.0,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",28372
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",28372
9253.0,Steins;Gate,"Sci-Fi, Thriller",28372
10087.0,Fate/Zero,"Action, Fantasy, Supernatural",28372
1818.0,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",47117
790.0,Ergo Proxy,"Mystery, Psychological, Sci-Fi",47117
801.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",47117
339.0,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",47117
1889.0,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",47117
47.0,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",47117
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",47117
442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",47117
150.0,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",47117
1575.0,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",47117
1840.0,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",49763
3712.0,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",49763
4382.0,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",49763
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",49763
1535.0,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",49763
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",49763
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",49763
2472.0,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",49763
442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",49763
1887.0,Lucky☆Star,"Comedy, Parody, School, Slice of Life",49763
164.0,Mononoke Hime,"Action, Adventure, Fantasy",32664
853.0,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",32664
14227.0,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",32664
10408.0,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",32664
3470.0,Special A,"Comedy, Romance, School, Shoujo",32664
4722.0,Skip Beat!,"Comedy, Drama, Romance, Shoujo",32664
11013.0,Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural",32664
3731.0,Itazura na Kiss,"Comedy, Romance, Shoujo",32664
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",32664
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",32664
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",8643
7054.0,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",8643
19815.0,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",8643
2966.0,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",8643
5341.0,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",8643
28223.0,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",8643
20583.0,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",8643
14813.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",8643
10793.0,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",8643
2787.0,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",8643
223.0,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",19696
1313.0,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",19696
874.0,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",19696
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",19696
528.0,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
5958.0,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",19696
1117.0,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",19696
1118.0,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
8407.0,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",19696
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",66579
9253.0,Steins;Gate,"Sci-Fi, Thriller",66579
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",66579
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",66579
2167.0,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",66579
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",66579
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",66579
11111.0,Another,"Horror, Mystery, School, Supernatural, Thriller",66579
9756.0,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",66579
10067.0,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",66579
513.0,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",63313
72.0,Full Metal Panic? Fumoffu,"Action, Comedy, School",63313
317.0,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",63313
762.0,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",63313
376.0,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",63313
1.0,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",63313
269.0,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",63313
578.0,Hotaru no Haka,"Drama, Historical",63313
11111.0,Another,"Horror, Mystery, School, Supernatural, Thriller",63313
73.0,Full Metal Panic! The Second Raid,"Action, Mecha, Military",63313
2001.0,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",67960
16498.0,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",67960
47.0,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",67960
19815.0,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",67960
31.0,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",67960
1519.0,Black Lagoon: The Second Barrage,"Action, Seinen",67960
18679.0,Kill la Kill,"Action, Comedy, School, Super Power",67960
28223.0,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",67960
5.0,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",67960
6.0,Trigun,"Action, Comedy, Sci-Fi",67960
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",60112
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",60112
9756.0,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",60112
9253.0,Steins;Gate,"Sci-Fi, Thriller",60112
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",60112
2167.0,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",60112
10067.0,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",60112
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",60112
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",60112
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",60112
2001.0,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",21415
4654.0,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",21415
552.0,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",21415
8425.0,Gosick,"Drama, Historical, Mystery, Romance",21415
6213.0,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",21415
8937.0,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",21415
6773.0,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",21415
205.0,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",21415
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",21415
8841.0,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",21415
5680.0,K-On!,"Comedy, Music, School, Slice of Life",68525
7791.0,K-On!!,"Comedy, Music, School, Slice of Life",68525
8769.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",68525
9253.0,Steins;Gate,"Sci-Fi, Thriller",68525
13659.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",68525
11887.0,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",68525
23273.0,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",68525
1887.0,Lucky☆Star,"Comedy, Parody, School, Slice of Life",68525
2236.0,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",68525
12355.0,Ookami Kodomo no Ame to Yuki,"Fantasy, Slice of Life",68525
2904.0,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",21872
853.0,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",21872
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",21872
3457.0,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",21872
4752.0,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",21872
3588.0,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",21872
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",21872
2251.0,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",21872
7054.0,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",21872
1482.0,D.Gray-man,"Action, Adventure, Comedy, Shounen",21872
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",57901
4059.0,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",57901
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",57901
3652.0,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",57901
5680.0,K-On!,"Comedy, Music, School, Slice of Life",57901
6351.0,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",57901
1210.0,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",57901
2605.0,Sayonara Zetsubou Sensei,"Comedy, Parody, School",57901
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",57901
1723.0,Clannad Movie,"Drama, Fantasy, Romance, School",57901
20583.0,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",58415
6746.0,Durarara!!,"Action, Mystery, Supernatural",58415
237.0,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",58415
1686.0,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power",58415
232.0,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",58415
8246.0,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",58415
43.0,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",58415
18507.0,Free!,"Comedy, School, Slice of Life, Sports",58415
918.0,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",58415
270.0,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",58415
9756.0,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",8870
530.0,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",8870
740.0,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",8870
532.0,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",8870
232.0,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",8870
1239.0,Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",8870
996.0,Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",8870
339.0,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",8870
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",8870
437.0,Perfect Blue,"Dementia, Drama, Horror, Psychological",8870
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",13524
1535.0,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",13524
813.0,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",13524
2472.0,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",13524
442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",13524
4437.0,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",13524
223.0,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",13524
936.0,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",13524
11771.0,Kuroko no Basket,"Comedy, School, Shounen, Sports",13524
2144.0,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",13524
1195.0,Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",67533
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",67533
2787.0,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",67533
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",67533
6773.0,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",67533
189.0,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",67533
7674.0,Bakuman.,"Comedy, Romance, Shounen",67533
356.0,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",67533
263.0,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",67533
10030.0,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",67533
431.0,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",7877
513.0,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",7877
530.0,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",7877
59.0,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",7877
578.0,Hotaru no Haka,"Drama, Historical",7877
740.0,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",7877
45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",7877
585.0,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",7877
532.0,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",7877
121.0,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",7877
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",35272
20.0,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",35272
3785.0,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",35272
552.0,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",35272
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",35272
31.0,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",35272
1313.0,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",35272
874.0,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",35272
5081.0,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",35272
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",35272
1210.0,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",51127
12531.0,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",51127
